entity_id,name,tier,county,website,email,phone,notes
sd-franklin-soil-and-water-conservation-district,Franklin Soil and Water Conservation District,special_district,Franklin,https://franksoilandwater.specialdistrict.org,cathy.davis@fl.nacdnet.net,(850) 674-8271,purpose=Soil and Water Conservation; independent; lga=Franklin County
sd-fred-r-wilson-memorial-law-library,Fred R. Wilson Memorial Law Library,special_district,Seminole,https://semc.ent.sirsi.net/client/en_US/wilsonlawlibrary,daniel.kavanaugh@hklaw.com,(407) 244-1139,purpose=Library - Law; dependent; lga=Seminole County
sd-frerc-community-development-district,FRERC Community Development District,special_district,Orange,https://www.frerccdd.net,jonathan.johnson@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=City of Ocoee
sd-fronterra-community-development-district,Fronterra Community Development District,special_district,Collier,https://www.fronterracdd.com,lindsay.whelan@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Collier County
sd-fruitland-park-community-redevelopment-agency,Fruitland Park Community Redevelopment Agency,special_district,Lake,https://www.fruitlandpark.org,gbachmann@fruitlandpark.org,(352) 801-7468,purpose=Community Redevelopment; dependent; lga=City of Fruitland Park
sd-gadsden-county-hospital,Gadsden County Hospital,special_district,Gadsden,https://gadsdengov.net,rraynak@gadsdencountyfl.gov,(850) 875-8650,purpose=Hospital; dependent; lga=Gadsden County
sd-gadsden-county-industrial-development-authority,Gadsden County Industrial Development Authority,special_district,Gadsden,https://www.GadsdenFLA.com,gadsdencc@tds.net,(850) 627-9231,purpose=Industrial Development; dependent; lga=Gadsden County
sd-gadsden-soil-and-water-conservation-district,Gadsden Soil and Water Conservation District,special_district,Gadsden,https://gadsdensoilandwater.org,mbrown.gsw@gmail.com,(850) 875-7255,purpose=Soil and Water Conservation; independent; lga=Gadsden County
sd-gainesville-housing-authority,Gainesville Housing Authority,special_district,Alachua,https://gainesvillehousingauthority.org,pamelad@gnvha.org,(352) 872-5500,purpose=Housing Authority; dependent; lga=City of Gainesville
sd-gainesville-alachua-county-regional-airport-authority,Gainesville-Alachua County Regional Airport Authority,special_district,Alachua,https://www.flygainesville.com,allan.penksa@flygainesville.com,(352) 373-0249,purpose=Airports / Air Navigation Facilities; independent; lga=City of Gainesville and Alachua County
sd-gapway-lakes-community-development-district,Gapway Lakes Community Development District,special_district,Polk,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Auburndale
sd-gardens-at-hammock-beach-community-development-district,Gardens at Hammock Beach Community Development District,special_district,Flagler,https://www.GardensAtHammockBeachCDD.com,gflint@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=Flagler County
sd-gas-worx-community-development-district,Gas Worx Community Development District,special_district,Hillsborough,https://GasWorxCDD.com,brian.lamb@inframark.com,(813) 873-7300,purpose=Community Development; independent; lga=City of Tampa
sd-gasparilla-island-bridge-authority,Gasparilla Island Bridge Authority,special_district,"Charlotte, Lee",https://www.giba.us,kathy@giba.us,(941) 697-2271,purpose=Expressway and Bridge; independent; lga=Multi
sd-gateway-services-community-development-district,Gateway Services Community Development District,special_district,Lee,https://gatewaydistrict.org,apires@wpl-legal.com,(239) 649-6555,purpose=Community Development; independent; lga=Lee County
sd-george-e-weems-memorial-hospital,George E. Weems Memorial Hospital,special_district,Franklin,http://Duebytheendofthefirstfullfiscalyearaftercreation.,michael@franklincountyflorida.com,(850) 653-9783,purpose=Hospital; independent; lga=Franklin County
sd-gerber-groves-water-control-district,Gerber Groves Water Control District,special_district,Hendry,https://GerberGroves.mydistrictwebsite.com,garret@labellecpa.com,(863) 675-3903,purpose=Drainage and/or Water Control; independent; lga=Hendry County
sd-gilchrist-county-industrial-development-authority,Gilchrist County Industrial Development Authority,special_district,Gilchrist,https://www.gilchrist.fl.us,bcrosby@gilchrist.fl.us,(352) 463-3198,purpose=Industrial Development; dependent; lga=Gilchrist County
sd-gilchrist-soil-and-water-conservation-district,Gilchrist Soil and Water Conservation District,special_district,Gilchrist,https://gilchristsoilandwater.specialdistrict.org,ashley.cook-gregory@fdacs.gov,(352) 463-4093,purpose=Soil and Water Conservation; independent; lga=Gilchrist County
sd-gir-east-community-development-district,GIR East Community Development District,special_district,Osceola,https://www.gireastcdd.com,alyssa.willson@kutakrock.com,(850) 692-7310,purpose=Community Development; independent; lga=Osceola County
sd-glades-soil-and-water-conservation-district,Glades Soil and Water Conservation District,special_district,Glades,https://gladessoilandwater.org,,,purpose=Soil and Water Conservation; dependent; lga=Glades County
sd-gladeview-water-control-district,Gladeview Water Control District,special_district,Palm Beach,https://floridawatercontroldistricts.org/Gladeview.htm,schoech@caldwellpacetti.com,(561) 655-0620,purpose=Drainage and/or Water Control; independent; lga=Palm Beach County
sd-glen-st-johns-community-development-district,Glen St. Johns Community Development District,special_district,St. Johns,https://glenstjohnscdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=St. Johns County
sd-glenlakes-community-development-district,GlenLakes Community Development District,special_district,Hernando,http://Duebytheendofthefirstfullfiscalyearaftercreation.,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Hernando County
sd-golden-gate-point-streetscape-special-district,Golden Gate Point Streetscape Special District,special_district,Sarasota,https://www.sarasotafl.gov/government/special-districts/sd-ggp,shayla.griggs@sarasotafl.gov,(941) 263-6222,purpose=Neighborhood Enhancement; dependent; lga=City of Sarasota
sd-golden-gem-community-development-district,Golden Gem Community Development District,special_district,Orange,https://goldengemcdd.com,gflint@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=City of Apopka
sd-golden-isles-safe-neighborhood-district,Golden Isles Safe Neighborhood District,special_district,Broward,https://www.hallandalebeachfl.gov,jearle@cohb.org,(954) 457-1300,purpose=Neighborhood Improvement - Local Gov.; dependent; lga=City of Hallandale Beach
sd-golden-lakes-community-development-district,Golden Lakes Community Development District,special_district,Polk,https://Goldenlakescdd.org,sclark@winterparklawyers.com,(407) 647-7600,purpose=Community Development; independent; lga=Polk County
sd-governors-park-north-community-development-district,Governors Park North Community Development District,special_district,Clay,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Clay County
sd-governors-park-south-community-development-district,Governors Park South Community Development District,special_district,Clay,https://www.governorsparksouthcdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Clay County
sd-grace-groves-community-development-district,Grace Groves Community Development District,special_district,Lake,https://www.gracegrovescdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of Leesburg
sd-gracewater-sarasota-community-development-district,Gracewater Sarasota Community Development District,special_district,Sarasota,https://GracewaterSarasotaCDD.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Sarasota County
sd-gramercy-farms-community-development-district,Gramercy Farms Community Development District,special_district,Osceola,https://gramercyfarmscdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of St. Cloud
sd-grand-bay-at-doral-community-development-district,Grand Bay at Doral Community Development District,special_district,Miami-Dade,https://www.grandbayatdoralcdd.org,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Doral
sd-grand-hampton-community-development-district,Grand Hampton Community Development District,special_district,Hillsborough,https://grandhamptoncdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of Tampa
sd-grand-haven-community-development-district,Grand Haven Community Development District,special_district,Flagler,https://www.grandhavencdd.org,sclark@winterparklawyers.com,(407) 647-7600,purpose=Community Development; independent; lga=City of Palm Coast
sd-grand-oaks-community-development-district,Grand Oaks Community Development District,special_district,St. Johns,https://www.grandoakscdd.org,wesley.haber@kutakrock.com,(850) 692-7305,purpose=Community Development; independent; lga=St. Johns County
sd-grande-pines-community-development-district,Grande Pines Community Development District,special_district,Orange,https://GrandePinesCDD.com,jcarpenter@lathamluna.com,(407) 481-5800,purpose=Community Development; independent; lga=Orange County
sd-greater-boca-raton-beach-and-park-district,Greater Boca Raton Beach and Park District,special_district,Palm Beach,https://www.mybocaparks.org,bharms@mybocaparks.org,(561) 417-4599,purpose=Beach Facilities; independent; lga=City of Boca Raton
sd-greater-lakes-sawgrass-bay-community-development-district,Greater Lakes / Sawgrass Bay Community Development District,special_district,Lake,https://glsbcdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Lake County
sd-greater-leesburg-community-redevelopment-agency,Greater Leesburg Community Redevelopment Agency,special_district,Lake,https://https://leesburgflorida.gov/my_city/departments/housing/glcra.php,citymanager@leesburgflorida.gov,(352) 728-9704,purpose=Community Redevelopment; dependent; lga=City of Leesburg
sd-greater-miami-expressway-agency,Greater Miami Expressway Agency,special_district,Miami-Dade,http://Duebytheendofthefirstfullfiscalyearaftercreation.,,,purpose=Expressway and Bridge; independent; lga=Miami-Dade County
sd-greater-naples-fire-rescue-district,Greater Naples Fire Rescue District,special_district,Collier,https://greaternaplesfire.org,accountspayable@gnfire.org,(239) 348-7540,purpose=Fire Control and Rescue; independent; lga=Collier County
sd-greater-orlando-aviation-authority,Greater Orlando Aviation Authority,special_district,Orange,https://www.orlandoairports.net,kathleen.sharman@goaa.org,(407) 825-2043,purpose=Airports / Air Navigation Facilities; independent; lga=City of Orlando
sd-green-corridor-property-assessment-clean-energy-pace-district,Green Corridor Property Assessment Clean Energy (PACE) District,special_district,Miami-Dade,https://greencordist.com,rhans@gmssf.com,(954) 721-8681,purpose=Qualifying Improvements to Real Property; independent; lga=Multiple Municipalities
sd-green-cove-springs-community-redevelopment-agency,Green Cove Springs Community Redevelopment Agency,special_district,Clay,https://www.greencovesprings.com/336/Community-Redevelopment-Agency,heather.boucher@claycountygov.com,(904) 278-3647,purpose=Community Redevelopment; dependent; lga=City of Green Cove Springs
sd-greenbriar-community-development-district,Greenbriar Community Development District,special_district,St. Johns,https://www.greenbriarcdd.net,michael.eckert@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=St. Johns County
sd-greeneway-improvement-district,GreeneWay Improvement District,special_district,Orange,https://www.greenewayid.org,lanea@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=City of Orlando
sd-grenelefe-community-development-district,Grenelefe Community Development District,special_district,Polk,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Polk County
sd-gretna-housing-authority,Gretna Housing Authority,special_district,Gadsden,https://www.mygretna.com,ajefferson@mygretna.com,(850) 879-1864,purpose=Housing Authority; dependent; lga=City of Gretna
sd-gretna-neighborhood-improvement-district,Gretna Neighborhood Improvement District,special_district,Gadsden,https://www.mygretna.com,ajefferson@mygretna.com,(850) 879-1864,purpose=Neighborhood Improvement - Local Gov.; dependent; lga=City of Gretna
sd-greyhawk-landing-community-development-district,Greyhawk Landing Community Development District,special_district,Manatee,https://greyhawkcdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Manatee County
sd-griffin-lakes-community-development-district,Griffin Lakes Community Development District,special_district,Broward,https://griffinlakescdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Dania Beach
sd-grove-community-district,Grove Community District,special_district,Okeechobee,https://www.grovecd.org,hridgely@evansprop.com,(772) 234-2410,purpose=Infrastructure Development; independent; lga=Okeechobee County
sd-grove-resort-community-development-district,Grove Resort Community Development District,special_district,Orange,https://groveresortcdd.com,michael.eckert@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Orange County
sd-groveland-community-redevelopment-agency,Groveland Community Redevelopment Agency,special_district,Lake,https://www.groveland-fl.gov/191,timothy.maslow@groveland-fl.gov,(352) 306-6492,purpose=Community Redevelopment; dependent; lga=City of Groveland
sd-groves-at-lake-marion-community-development-district,Groves at Lake Marion Community Development District,special_district,Polk,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Polk County
sd-groves-community-development-district-the,"Groves Community Development District, The",special_district,Pasco,https://thegrovescdd.org,lauren@cddlawyers.com,(877) 350-0372,purpose=Community Development; independent; lga=Pasco County
sd-gulf-breeze-community-redevelopment-agency,Gulf Breeze Community Redevelopment Agency,special_district,Santa Rosa,https://cityofgulfbreeze.us/community-redevelopment-agency,sabell@gulfbreezefl.gov,(850) 934-5100,purpose=Community Redevelopment; dependent; lga=City of Gulf Breeze
sd-gulf-consortium,Gulf Consortium,special_district,"Okaloosa, Pasco, Pinellas, Santa Rosa, Sarasota, Taylor, Wakulla, Walton, Bay, Charlotte, Citrus, Collier, Dixie, Escambia, Franklin, Gulf, Hernando, Hillsborough, Jefferson, Lee, Levy, Manatee, Monroe",https://www.gulfconsortium.org,lhoshihara@ngnlaw.com,(850) 224-4070,purpose=Gulf Environmental and Economic Recovery; independent; lga=Multiple Counties
sd-gulfport-waterfront-community-redevelopment-agency,Gulfport Waterfront Community Redevelopment Agency,special_district,Pinellas,https://mygulfport.us/waterfront-redevelopment-district/,joreilly@mygulfport.us,(727) 893-1000,purpose=Community Redevelopment; dependent; lga=City of Gulfport
sd-gulfstream-polo-community-development-district,Gulfstream Polo Community Development District,special_district,Palm Beach,https://www.gulfstreampolocdd.org,jpierman@sdsinc.org,(561) 630-4922,purpose=Community Development; independent; lga=Palm Beach County
sd-habitat-community-development-district,Habitat Community Development District,special_district,Lee,https://habitatcdd.com,gurbancic@cyklawfirm.com,(239) 435-3535,purpose=Community Development; independent; lga=Village of Estero
sd-habitat-safe-neighborhood-improvement-district,Habitat Safe Neighborhood Improvement District,special_district,Broward,http://Duebytheendofthefirstfullfiscalyearaftercreation.,alfreda@cowardlaw.com,(954) 722-0863,purpose=Neighborhood Improvement - Local Gov.; dependent; lga=City of Lauderhill
sd-hacienda-lakes-community-development-district,Hacienda Lakes Community Development District,special_district,Collier,https://www.haciendalakescdd.com,gurbancic@cyklawfirm.com,(239) 435-3535,purpose=Community Development; independent; lga=Collier County
sd-hacienda-north-community-development-district,Hacienda North Community Development District,special_district,Collier,https://haciendanorthcdd.com,gurbancic@cyklawfirm.com,(239) 435-3535,purpose=Community Development; independent; lga=Collier County
sd-haines-city-community-redevelopment-agency,Haines City Community Redevelopment Agency,special_district,Polk,https://www.hainescity.com/336/Community-Redevelopment-Agency-CRA,james.elensky@hainescity.com,(863) 421-3600,purpose=Community Redevelopment; dependent; lga=City of Haines City
sd-haines-city-water-control-district,Haines City Water Control District,special_district,Polk,https://hainescitywatercontroldistrict.com,myhcwcd@gmail.com,(321) 541-5339,purpose=Drainage and/or Water Control; independent; lga=Polk County
sd-halifax-hospital-medical-center,Halifax Hospital Medical Center,special_district,Volusia,https://www.halifaxhealthdistrict.org,kelly.kwiatek@halifax.org,(386) 425-4340,purpose=Hospital; independent; lga=Volusia County
sd-hallandale-beach-community-redevelopment-agency,Hallandale Beach Community Redevelopment Agency,special_district,Broward,https://cohbcra.org,jearle@cohb.org,(954) 457-3070,purpose=Community Redevelopment; dependent; lga=City of Hallandale Beach
sd-ham-brown-reserve-community-development-district,Ham Brown Reserve Community Development District,special_district,Osceola,https://hambrownreservecdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Osceola County
sd-hamal-community-development-district,Hamal Community Development District,special_district,Palm Beach,https://www.hamalcdd.com,michelle.rigoni@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=City of West Palm Beach
sd-hamilton-bluff-community-development-district,Hamilton Bluff Community Development District,special_district,Polk,https://www.hamiltonbluffcdd.com,jburns@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=Town of Lake Hamilton
sd-hamilton-county-development-authority,Hamilton County Development Authority,special_district,Hamilton,https://www.hamiltoncda.org,cmathis@hamiltoncda.org,(386) 362-2040,purpose=County Development; independent; lga=Hamilton County
sd-hamilton-county-memorial-hospital,Hamilton County Memorial Hospital,special_district,Hamilton,https://hamiltoncmh.com,altman43@yahoo.com,(386) 792-1320,purpose=Hospital - County; independent; lga=Hamilton County
sd-hamilton-county-soil-and-water-conservation-district,Hamilton County Soil and Water Conservation District,special_district,Hamilton,https://hamiltonswcd.weebly.com,jimpaa@hotmail.com,(386) 938-5659,purpose=Soil and Water Conservation; independent; lga=Hamilton County
sd-hammock-bay-community-development-district,Hammock Bay Community Development District,special_district,Walton,https://HammockBayCDD.com,brian.lamb@inframark.com,(813) 397-5121,purpose=Community Development; independent; lga=City of Freeport
sd-hammock-oaks-community-development-district,Hammock Oaks Community Development District,special_district,Lake,https://hammockoakscdd.net,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Town of Lady Lake
sd-hammock-oaks-golf-and-rv-resort-community-development-district,Hammock Oaks Golf and RV Resort Community Development District,special_district,Sumter,https://hammockoakscdd.com,jburns@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=Sumter County
sd-hammock-reserve-community-development-district,Hammock Reserve Community Development District,special_district,Polk,https://HammockReserveCDD.com,jburns@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=City of Haines City
sd-hammock-woods-special-dependent-tax-district,Hammock Woods Special Dependent Tax District,special_district,Hillsborough,https://HammockWoods.mydistrictwebsite.com,kwoods5916@gmail.com,(813) 892-2807,purpose=Neighborhood Enhancement; dependent; lga=Hillsborough County
sd-hammocks-community-development-district,Hammocks Community Development District,special_district,Hillsborough,https://thehammockscdd.com,vbabbar@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=City of Tampa
sd-harbor-bay-community-development-district,Harbor Bay Community Development District,special_district,Hillsborough,https://www.harborbaycdd.org,acohen@swflgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=Hillsborough County
sd-harbor-reserve-community-development-district,Harbor Reserve Community Development District,special_district,Osceola,https://www.harborreservecdd.net,jburns@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=Osceola County
sd-harbor-village-community-development-district,Harbor Village Community Development District,special_district,Charlotte,https://HarborVillageCDD.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Charlotte County
sd-harbour-isles-community-development-district,Harbour Isles Community Development District,special_district,Hillsborough,https://harbourislescdd.org,vbabbar@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Hillsborough County
sd-harbour-lakes-community-development-district,Harbour Lakes Community Development District,special_district,DeSoto,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=DeSoto County
sd-harbour-waterway-special-district,Harbour Waterway Special District,special_district,Duval,https://www.hwsd.org,s.pipes.hwsd@att.net,(904) 642-0097,purpose=Inland Navigation and Waterways; dependent; lga=City of Jacksonville
sd-harbourage-at-braden-river-community-development-district,Harbourage at Braden River Community Development District,special_district,Manatee,https://harbouragecdd.org,jvericker@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Manatee County
sd-hardee-county-economic-development-authority,Hardee County Economic Development Authority,special_district,Hardee,http://Duebytheendofthefirstfullfiscalyearaftercreation.,brandy.crawford@hardeecountyfl.gov,(863) 773-9430,purpose=Economic Development; independent; lga=Hardee County
sd-hardee-county-housing-authority,Hardee County Housing Authority,special_district,Hardee,http://Duebytheendofthefirstfullfiscalyearaftercreation.,cmables@heartlandfloridalaw.com,(863) 773-0500,purpose=Housing Authority; independent; lga=Hardee County
sd-hardee-county-industrial-development-authority,Hardee County Industrial Development Authority,special_district,Hardee,https://www.thedevelopmentgroup.net,kaylee.tuck@gray-robinson.com,(239) 340-7909,purpose=Industrial Development; dependent; lga=Hardee County
sd-hardee-soil-and-water-conservation-district,Hardee Soil and Water Conservation District,special_district,Hardee,https://www.hardeesoilandwater.org,jennifer.gough@hardeecountyfl.gov,(863) 773-9644,purpose=Soil and Water Conservation; independent; lga=Hardee County
sd-harden-parkway-community-redevelopment-agency,Harden / Parkway Community Redevelopment Agency,special_district,Polk,https://www.polk-county.net/government/community-redevelopment/harden-parkway,randymink@polkfl.gov,(863) 534-7679,purpose=Community Redevelopment; dependent; lga=Polk County
sd-harmony-community-development-district,Harmony Community Development District,special_district,Osceola,https://Harmonycdd.org,michael.eckert@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Osceola County
sd-harmony-on-lake-eloise-community-development-district-2021,Harmony on Lake Eloise Community Development District (2021),special_district,Polk,https://harmonyonlakeeloisecdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Winter Haven
sd-harmony-village-community-development-district,Harmony Village Community Development District,special_district,Okaloosa,http://Duebytheendofthefirstfullfiscalyearaftercreation.,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of Laurel Hill
sd-harmony-west-community-development-district-2017,Harmony West Community Development District (2017),special_district,Osceola,https://harmonywestcdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Osceola County
sd-harrison-ranch-community-development-district,Harrison Ranch Community Development District,special_district,Manatee,https://harrisonranchcdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Manatee County
sd-hartford-terrace-community-development-district,Hartford Terrace Community Development District,special_district,Polk,https://www.hartfordterracecdd.com,tucker.mackie@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Polk County
sd-harvest-hills-community-development-district,Harvest Hills Community Development District,special_district,Pasco,https://harvesthillscdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Pasco County
sd-harvest-hills-south-community-development-district,Harvest Hills South Community Development District,special_district,Pasco,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Pasco County
sd-harvest-ridge-community-development-district,Harvest Ridge Community Development District,special_district,Pasco,https://harvestridgecdd.com,brian.lamb@inframark.com,(813) 873-7300,purpose=Community Development; independent; lga=Pasco County
sd-hastings-drainage-district,Hastings Drainage District,special_district,"Putnam, St. Johns",https://HastingsDrainageDistrict.org,managerhdd@outlook.com,(904) 644-1099,purpose=Drainage and/or Water Control; independent; lga=Multi
sd-hawk-s-point-community-development-district,Hawk's Point Community Development District,special_district,Hillsborough,https://hawkspointcdd.org,vbabbar@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Hillsborough County
sd-hawkstone-community-development-district,Hawkstone Community Development District,special_district,Hillsborough,https://Hawkstonecdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Hillsborough County
sd-hawthorne-community-redevelopment-agency,Hawthorne Community Redevelopment Agency,special_district,Alachua,https://www.cityofhawthorne.net/hawthorne-community-redevelopment-agency,citymanager@cityofhawthorne.net,,purpose=Community Redevelopment; dependent; lga=City of Hawthorne
sd-hawthorne-mill-north-community-development-district-2021,Hawthorne Mill North Community Development District (2021),special_district,Polk,https://hawthornemillnorthcdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Lakeland
sd-health-care-district-of-palm-beach-county,Health Care District of Palm Beach County,special_district,Palm Beach,https://www.hcdpbc.org,legal@hcdpbc.org,(561) 659-1270,purpose=Health Care; independent; lga=Palm Beach County
sd-heartland-library-cooperative,Heartland Library Cooperative,special_district,"DeSoto, Glades, Hardee, Highlands, Okeechobee",https://www.myhlc.org,vikki@myhlc.org,(863) 402-6716,purpose=Library - Regional; independent; lga=Multi
sd-heights-community-development-district-the,"Heights Community Development District, The",special_district,Hillsborough,https://theheightscdd.org,brian.lamb@inframark.com,(813) 397-5121,purpose=Community Development; independent; lga=City of Tampa
sd-hemingway-point-community-development-district,Hemingway Point Community Development District,special_district,Miami-Dade,https://www.hemingwaycdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=Miami-Dade County
sd-hendry-county-hospital-authority,Hendry County Hospital Authority,special_district,Hendry,https://www.hrmc.us,dtheroux@hrmc.us,(863) 902-3005,purpose=Hospital; independent; lga=Hendry County
sd-hendry-county-industrial-development-authority,Hendry County Industrial Development Authority,special_district,Hendry,https://www.hendryfla.net,jdavis@hendryfla.net,(863) 675-5220,purpose=Industrial Development; dependent; lga=Hendry County
sd-hendry-soil-and-water-conservation-district,Hendry Soil and Water Conservation District,special_district,Hendry,https://hendrysoilandwater.org,noreen.berden@hendryfla.net,(863) 674-5700,purpose=Soil and Water Conservation; dependent; lga=Hendry County
sd-hendry-hilliard-water-control-district,Hendry-Hilliard Water Control District,special_district,Hendry,https://www.hendryhilliardwcd.com,meadows@gate.net,(863) 983-5111,purpose=Drainage and/or Water Control; independent; lga=Hendry County
sd-hendry-la-belle-recreation-board,Hendry-La Belle Recreation Board,special_district,Hendry,https://www.hendrylabellerecreation.org,steven.lynn@hendryfla.net,(863) 675-5347,purpose=Recreational Facilities / Programs; independent; lga=Hendry County/City of Lab
sd-heritage-bay-community-development-district,Heritage Bay Community Development District,special_district,Collier,https://heritagebaycdd.com,gurbancic@cyklawfirm.com,(239) 435-3535,purpose=Community Development; independent; lga=Collier County
sd-heritage-greens-community-development-district,Heritage Greens Community Development District,special_district,Collier,https://heritagegreenscdd.com,gurbancic@cyklawfirm.com,(239) 435-3535,purpose=Community Development; independent; lga=Collier County
sd-heritage-harbor-community-development-district,Heritage Harbor Community Development District,special_district,Hillsborough,https://www.heritageharborcdd.org,trobin@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Hillsborough County
sd-heritage-harbour-market-place-community-development-district,Heritage Harbour Market Place Community Development District,special_district,Manatee,https://www.heritageharbourmarketplacecdd.org,wardj@pfm.com,(407) 723-5900,"purpose=Community Development, Infrastructure Development; independent; lga=Manatee County"
sd-heritage-harbour-north-community-development-district,Heritage Harbour North Community Development District,special_district,Manatee,https://www.heritageharbournorthcdd.org,wardj@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=Manatee County
sd-heritage-harbour-south-community-development-district,Heritage Harbour South Community Development District,special_district,Manatee,https://heritageharboursouthcdd.org,acohen@flgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=Manatee County
sd-heritage-isle-at-viera-community-development-district,Heritage Isle at Viera Community Development District,special_district,Brevard,https://heritageisleatvieracdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Brevard County
sd-heritage-isles-community-development-district,Heritage Isles Community Development District,special_district,Hillsborough,https://heritageislescdd.org,djackson@flgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=City of Tampa
sd-heritage-lake-park-community-development-district,Heritage Lake Park Community Development District,special_district,Charlotte,https://hlp-cdd.com,acohen@swflgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=Charlotte County
sd-heritage-landing-community-development-district,Heritage Landing Community Development District,special_district,St. Johns,https://heritagelandingcdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=St. Johns County
sd-heritage-oak-park-community-development-district,Heritage Oak Park Community Development District,special_district,Charlotte,https://hopcdd.org,acohen@swflgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=Charlotte County
sd-heritage-palms-community-development-district,Heritage Palms Community Development District,special_district,Lee,https://heritagepalmscdd.com,gurbancic@cyklawfirm.com,(239) 435-3535,purpose=Community Development; independent; lga=City of Fort Myers
sd-heritage-park-community-development-district,Heritage Park Community Development District,special_district,St. Johns,https://www.heritageparkcdd.com,wesley.haber@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=St. Johns County
sd-heritage-pines-community-development-district,Heritage Pines Community Development District,special_district,Pasco,https://www.heritagepinescdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Pasco County
