source_id,entity_id,name,tier,county,platform,portal_url,api_url,adapter,docs_anon,live_fetch,confidence,notes
mfmp-vip,,MyFloridaMarketPlace Vendor Information Portal (all State of Florida agencies),state,statewide,mfmp_vip,https://vendor.myfloridamarketplace.com/search/bids,https://vendor.myfloridamarketplace.com/mfmp/pub/search/bids,vip,yes,true,verified,Single statewide feed covering all executive-branch state agencies (129 MFMP-registered orgs in vip_orgs.json)
og-cityofpsl,mun-city-of-port-st-lucie,City of Port St. Lucie,municipality,saint-lucie,opengov,https://procurement.opengov.com/portal/cityofpsl,https://api.procurement.opengov.com/api/v1/government/cityofpsl/project/public,opengov,yes,true,verified,"OpenGov tenant code=cityofpsl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 152 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-sarasotafl,mun-city-of-sarasota,City of Sarasota,municipality,sarasota,opengov,https://procurement.opengov.com/portal/sarasotafl,https://api.procurement.opengov.com/api/v1/government/sarasotafl/project/public,opengov,yes,true,verified,"OpenGov tenant code=sarasotafl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 19 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-southdaytona,mun-city-of-south-daytona,"City of South Daytona, FL",municipality,volusia,opengov,https://procurement.opengov.com/portal/southdaytona,https://api.procurement.opengov.com/api/v1/government/southdaytona/project/public,opengov,yes,true,verified,"OpenGov tenant code=southdaytona. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 19 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-staugustine,mun-city-of-st-augustine,"City of St. Augustine, FL",municipality,saint-johns,opengov,https://procurement.opengov.com/portal/staugustine,https://api.procurement.opengov.com/api/v1/government/staugustine/project/public,opengov,yes,true,verified,"OpenGov tenant code=staugustine. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 33 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-stcloud,mun-city-of-st-cloud,City of St. Cloud,municipality,osceola,opengov,https://procurement.opengov.com/portal/stcloud,https://api.procurement.opengov.com/api/v1/government/stcloud/project/public,opengov,yes,true,verified,"OpenGov tenant code=stcloud. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 85 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-stpete,mun-city-of-st-petersburg,City of St. Petersburg,municipality,pinellas,opengov,https://procurement.opengov.com/portal/stpete,https://api.procurement.opengov.com/api/v1/government/stpete/project/public,opengov,yes,true,verified,"OpenGov tenant code=stpete. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 567 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-stuartfl,mun-city-of-stuart,City of Stuart,municipality,martin,opengov,https://procurement.opengov.com/portal/stuartfl,https://api.procurement.opengov.com/api/v1/government/stuartfl/project/public,opengov,yes,true,verified,"OpenGov tenant code=stuartfl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 52 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-cityoftampa,mun-city-of-tampa,City of Tampa,municipality,hillsborough,opengov,https://procurement.opengov.com/portal/cityoftampa,https://api.procurement.opengov.com/api/v1/government/cityoftampa/project/public,opengov,yes,true,verified,"OpenGov tenant code=cityoftampa. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 818 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-winterhavenfl,mun-city-of-winter-haven,"City of Winter Haven, FL",municipality,polk,opengov,https://procurement.opengov.com/portal/winterhavenfl,https://api.procurement.opengov.com/api/v1/government/winterhavenfl/project/public,opengov,yes,true,verified,"OpenGov tenant code=winterhavenfl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 36 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-cityofwinterpark,mun-city-of-winter-park,City of Winter Park,municipality,orange,opengov,https://procurement.opengov.com/portal/cityofwinterpark,https://api.procurement.opengov.com/api/v1/government/cityofwinterpark/project/public,opengov,yes,true,verified,"OpenGov tenant code=cityofwinterpark. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 104 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-zephyrhillsfl,mun-city-of-zephyrhills,City of Zephyrhills,municipality,pasco,opengov,https://procurement.opengov.com/portal/zephyrhillsfl,https://api.procurement.opengov.com/api/v1/government/zephyrhillsfl/project/public,opengov,yes,true,verified,"OpenGov tenant code=zephyrhillsfl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 28 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-claycounty,co-clay-county,Clay County,county,clay,opengov,https://procurement.opengov.com/portal/claycounty,https://api.procurement.opengov.com/api/v1/government/claycounty/project/public,opengov,yes,true,verified,"OpenGov tenant code=claycounty. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 293 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-clayutility,sd-clay-county-utility-authority,Clay County Utility Authority,county,bradford-clay-duval,opengov,https://procurement.opengov.com/portal/clayutility,https://api.procurement.opengov.com/api/v1/government/clayutility/project/public,opengov,yes,true,verified,"OpenGov tenant code=clayutility. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 31 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-collier-county-fl,co-collier-county,"County of Collier, FL",county,collier,opengov,https://procurement.opengov.com/portal/collier-county-fl,https://api.procurement.opengov.com/api/v1/government/collier-county-fl/project/public,opengov,yes,true,verified,"OpenGov tenant code=collier-county-fl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 533 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-flaglercounty,co-flagler-county,County of Flagler,county,flagler,opengov,https://procurement.opengov.com/portal/flaglercounty,https://api.procurement.opengov.com/api/v1/government/flaglercounty/project/public,opengov,yes,true,verified,"OpenGov tenant code=flaglercounty. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 50 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-gadsdencountyfl,co-gadsden-county,"County of Gadsden, FL",county,gadsden,opengov,https://procurement.opengov.com/portal/gadsdencountyfl,https://api.procurement.opengov.com/api/v1/government/gadsdencountyfl/project/public,opengov,yes,true,verified,"OpenGov tenant code=gadsdencountyfl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 3 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-hernandocounty,co-hernando-county,County of Hernando,county,hernando,opengov,https://procurement.opengov.com/portal/hernandocounty,https://api.procurement.opengov.com/api/v1/government/hernandocounty/project/public,opengov,yes,true,verified,"OpenGov tenant code=hernandocounty. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 214 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-levycounty,co-levy-county,County of Levy,county,levy,opengov,https://procurement.opengov.com/portal/levycounty,https://api.procurement.opengov.com/api/v1/government/levycounty/project/public,opengov,yes,true,verified,"OpenGov tenant code=levycounty. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 18 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-myokaloosa,co-okaloosa-county,County of Okaloosa,county,okaloosa,opengov,https://procurement.opengov.com/portal/myokaloosa,https://api.procurement.opengov.com/api/v1/government/myokaloosa/project/public,opengov,yes,true,verified,"OpenGov tenant code=myokaloosa. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 48 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-palmbeachcofl,co-palm-beach-county,"County of Palm Beach, FL",county,palm-beach,opengov,https://procurement.opengov.com/portal/palmbeachcofl,https://api.procurement.opengov.com/api/v1/government/palmbeachcofl/project/public,opengov,yes,true,verified,"OpenGov tenant code=palmbeachcofl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 0 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-volusia,co-volusia-county,County of Volusia,county,volusia,opengov,https://procurement.opengov.com/portal/volusia,https://api.procurement.opengov.com/api/v1/government/volusia/project/public,opengov,yes,true,verified,"OpenGov tenant code=volusia. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 622 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-desotobocc,co-de-soto-county,DeSoto County,county,de-soto,opengov,https://procurement.opengov.com/portal/desotobocc,https://api.procurement.opengov.com/api/v1/government/desotobocc/project/public,opengov,yes,true,verified,"OpenGov tenant code=desotobocc. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 1 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-escambiacountyfl,co-escambia-county,Escambia County,county,escambia,opengov,https://procurement.opengov.com/portal/escambiacountyfl,https://api.procurement.opengov.com/api/v1/government/escambiacountyfl/project/public,opengov,yes,true,verified,"OpenGov tenant code=escambiacountyfl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 1206 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-flaglerschools,sch-flagler-county-school-district,Flagler County School District,school_district,flagler,opengov,https://procurement.opengov.com/portal/flaglerschools,https://api.procurement.opengov.com/api/v1/government/flaglerschools/project/public,opengov,yes,true,verified,"OpenGov tenant code=flaglerschools. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 27 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-gru,mun-city-of-gainesville,Gainesville Regional Utilities,special_district,alachua,opengov,https://procurement.opengov.com/portal/gru,https://api.procurement.opengov.com/api/v1/government/gru/project/public,opengov,yes,true,verified,"OpenGov tenant code=gru. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 82 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-goaa,sd-greater-orlando-aviation-authority,Greater Orlando Aviation Authority,special_district,orange,opengov,https://procurement.opengov.com/portal/goaa,https://api.procurement.opengov.com/api/v1/government/goaa/project/public,opengov,yes,true,verified,"OpenGov tenant code=goaa. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 225 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-jaxportfl,sd-jacksonville-port-authority,Jacksonville Port Authority,special_district,duval,opengov,https://procurement.opengov.com/portal/jaxportfl,https://api.procurement.opengov.com/api/v1/government/jaxportfl/project/public,opengov,yes,true,verified,"OpenGov tenant code=jaxportfl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 0 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-jtafla,sd-jacksonville-transportation-authority,Jacksonville Transportation Authority,special_district,duval,opengov,https://procurement.opengov.com/portal/jtafla,https://api.procurement.opengov.com/api/v1/government/jtafla/project/public,opengov,yes,true,verified,"OpenGov tenant code=jtafla. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 106 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-ridecitrus,sd-lakeland-area-mass-transit-district,"Lakeland Area Mass Transit District, FL",special_district,polk,opengov,https://procurement.opengov.com/portal/ridecitrus,https://api.procurement.opengov.com/api/v1/government/ridecitrus/project/public,opengov,yes,true,verified,"OpenGov tenant code=ridecitrus. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 12 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-flylcpa,sd-lee-county-port-authority,Lee County Port Authority,county,lee,opengov,https://procurement.opengov.com/portal/flylcpa,https://api.procurement.opengov.com/api/v1/government/flylcpa/project/public,opengov,yes,true,verified,"OpenGov tenant code=flylcpa. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 19 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-leoncounty,co-leon-county,Leon County,county,leon,opengov,https://procurement.opengov.com/portal/leoncounty,https://api.procurement.opengov.com/api/v1/government/leoncounty/project/public,opengov,yes,true,verified,"OpenGov tenant code=leoncounty. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 274 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-miamiparking,sd-department-of-off-street-parking-of-the-city-of-miami,Miami Parking Authority,special_district,miami-dade,opengov,https://procurement.opengov.com/portal/miamiparking,https://api.procurement.opengov.com/api/v1/government/miamiparking/project/public,opengov,yes,true,verified,"OpenGov tenant code=miamiparking. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 1 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-keyschools-mcsd,sch-monroe-county-school-district,"Monroe County School District, FL",school_district,monroe,opengov,https://procurement.opengov.com/portal/keyschools-mcsd,https://api.procurement.opengov.com/api/v1/government/keyschools-mcsd/project/public,opengov,yes,true,verified,"OpenGov tenant code=keyschools-mcsd. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 46 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-orangecountyfl,co-orange-county,"Orange County, Florida",county,orange,opengov,https://procurement.opengov.com/portal/orangecountyfl,https://api.procurement.opengov.com/api/v1/government/orangecountyfl/project/public,opengov,yes,true,verified,"OpenGov tenant code=orangecountyfl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 1132 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-pinellasfl,co-pinellas-county,Pinellas County,county,pinellas,opengov,https://procurement.opengov.com/portal/pinellasfl,https://api.procurement.opengov.com/api/v1/government/pinellasfl/project/public,opengov,yes,true,verified,"OpenGov tenant code=pinellasfl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 765 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-pcsb,sch-pinellas-county-school-district,Pinellas County School District,school_district,pinellas,opengov,https://procurement.opengov.com/portal/pcsb,https://api.procurement.opengov.com/api/v1/government/pcsb/project/public,opengov,yes,true,verified,"OpenGov tenant code=pcsb. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 30 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-myputnamschools,sch-putnam-county-school-district,Putnam County School District,school_district,putnam,opengov,https://procurement.opengov.com/portal/myputnamschools,https://api.procurement.opengov.com/api/v1/government/myputnamschools/project/public,opengov,yes,true,verified,"OpenGov tenant code=myputnamschools. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 73 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-flysfb,sd-sanford-airport-authority,Sanford Airport Authority,special_district,seminole,opengov,https://procurement.opengov.com/portal/flysfb,https://api.procurement.opengov.com/api/v1/government/flysfb/project/public,opengov,yes,true,verified,"OpenGov tenant code=flysfb. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 74 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-santarosafl,co-santa-rosa-county,Santa Rosa County,county,santa-rosa,opengov,https://procurement.opengov.com/portal/santarosafl,https://api.procurement.opengov.com/api/v1/government/santarosafl/project/public,opengov,yes,true,verified,"OpenGov tenant code=santarosafl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 173 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-scgov,co-sarasota-county,Sarasota County,county,sarasota,opengov,https://procurement.opengov.com/portal/scgov,https://api.procurement.opengov.com/api/v1/government/scgov/project/public,opengov,yes,true,verified,"OpenGov tenant code=scgov. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 659 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-flysrq,sd-sarasota-manatee-airport-authority,Sarasota Manatee Airport Authority,special_district,manatee-sarasota,opengov,https://procurement.opengov.com/portal/flysrq,https://api.procurement.opengov.com/api/v1/government/flysrq/project/public,opengov,yes,true,verified,"OpenGov tenant code=flysrq. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 0 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
